行政區,地點,地址,樣態,開放時間,緯度,經度,相對位置,照片連結,管理單位,管理單位電話,備註
士林區,士東市場,士東路100號,戶外開放式吸菸區,防水修繕工程施作中，預計至8月25日前暫不開放,25.1119,121.5294,士東市場頂樓,https://lh3.googleusercontent.com/d/18ZUMXqh02AlFU0GA-99TES85FCEYE5oD,臺北市市場處,(02)28345308,本位置資訊僅供參考，實際情形以現場公告及標示為準
萬華區,環南市場1,環河南路2段245號,戶外開放式吸菸區,24小時開放,25.02825,121.48938,環南市場一期碼頭(環河南路側),https://lh3.googleusercontent.com/d/1QsYSuFF52gYJmKJtB5qYfjGoP-iva9fZ,臺北市市場處,(02)23051160,本位置資訊僅供參考，實際情形以現場公告及標示為準
萬華區,環南市場2,環河南路2段245號,戶外開放式吸菸區,24小時開放,25.02944,121.49052,環南市場二期碼頭(西藏路側),https://lh3.googleusercontent.com/d/16fHtr1mWyP9yY5EuYgJ9E2mlrOZ1g0kP,臺北市市場處,(02)23051160,本位置資訊僅供參考，實際情形以現場公告及標示為準
中正區,臺北市政府衛生局社區心理衛生中心,金山南路1段5號,戶外開放式吸菸區,8:30-22:00,25.04161,121.52958,中庭處,https://lh3.googleusercontent.com/d/12-4093Dh9RQtpY90QHDPEiI1sbU5G81m,臺北市政府衛生局社區心理衛生中心,(02)3393-6779-24,本位置資訊僅供參考，實際情形以現場公告及標示為準
大同區,臺北市大同區健康服務中心,昌吉街52號,戶外開放式吸菸區,24小時開放,25.06565,121.51609,中心大樓後方人行道,https://lh3.googleusercontent.com/d/11rURQbBHxaNk1kgZINftleeAjsoYQWTC,臺北市大同區健康服務中心,(02)25853227-6659,本位置資訊僅供參考，實際情形以現場公告及標示為準
北投區,臺北市北投區健康服務中心(環境檢驗大樓),石牌路2段111號,戶外開放式吸菸區,24小時開放,25.118428,121.517009,,https://lh3.googleusercontent.com/d/1e1tzDUOh1NGRSrAV1dhdu2PxsA3U6nOQ,臺北市北投區健康服務中心(環境檢驗大樓),(02)28261026-7263,本位置資訊僅供參考，實際情形以現場公告及標示為準
信義區,臺北市立聯合醫院松德院區,松德路309號,戶外開放式吸菸區,24小時開放,25.030589,121.575253,第一院區與急診室之間戶外區域,https://lh3.googleusercontent.com/d/1KwZPAYW7z1n-WEA_WWhwHkT6Nt6MbRdr,臺北市立聯合醫院松德院區,(02)27263141-1378,本位置資訊僅供參考，實際情形以現場公告及標示為準
北投區,致遠公園,石牌路1段166巷側,戶外開放式吸菸區,24小時開放,25.111644,121.515542,致遠公園（石牌路一段166巷側）,https://lh3.googleusercontent.com/d/1_6O3jI9q4aIjf7Amegma6UaitgeW6HuN,臺北市北投區公所,(02)28231593,本位置資訊僅供參考，實際情形以現場公告及標示為準
北投區,榮光公園,西安街1段313巷16弄側,戶外開放式吸菸區,24小時開放,25.114827,121.514609,榮光公園旁（西安街一段313巷16弄側）,https://lh3.googleusercontent.com/d/13x9qFwCRRLys5m1o8X0lFFTh7_g3jWNe,臺北市北投區公所,(02)28231593,本位置資訊僅供參考，實際情形以現場公告及標示為準
文山區,臺北市立動物園,新光路2段30號,戶外開放式吸菸區,24小時開放,24.997232,121.579287,動物保育公園貓空纜車意象後方,https://lh3.googleusercontent.com/d/1HVWfJCx7xR-nkOAVeL-Zi81Sdx8j7XOM,臺北市立動物園,(02)29382300-302,本位置資訊僅供參考，實際情形以現場公告及標示為準
中山區,臺北市立美術館,中山北路3段181號,戶外開放式吸菸區,依本館開館時間開放,25.07159,121.52493,鄰近停車場旁之六米廊道底端,https://lh3.googleusercontent.com/d/1HXkxL1A3Rb6i6_08OewcU8uw1P4F7N84,臺北市立美術館,(02)25957656,本位置資訊僅供參考，實際情形以現場公告及標示為準
內湖區,臺北市政府警察局內湖分局文德派出所,民權東路六段26號,戶外開放式吸菸區,24小時開放,25.06633,121.578965,文德派出所後方空間,https://lh3.googleusercontent.com/d/1p9baafxXTgY9aQRZS8KU8XSjaIru1QBa,臺北市政府警察局內湖分局,(02)27909716,本位置資訊僅供參考，實際情形以現場公告及標示為準
大同區,臺北市政府警察局大同分局,錦西街200號,戶外開放式吸菸區,24小時開放,25.059322,121.515342,分局本部左側門外,https://lh3.googleusercontent.com/d/1AmytTD7n-yHN-6HTQSyTAuZvkq8VFGRs,臺北市政府警察局大同分局,(02)25532639,本位置資訊僅供參考，實際情形以現場公告及標示為準
中山區,臺北市政府警察局中山分局,中山北路2段1號,戶外開放式吸菸區,24小時開放,25.052659,121.523015,分局本部外後門機車臨時停放區,https://lh3.googleusercontent.com/d/1yI_S7bxb_ZMAjuXB2-mLwD7IrbVyc0pP,臺北市政府警察局中山分局,(02)25415341,本位置資訊僅供參考，實際情形以現場公告及標示為準
中正區,臺北市政府警察局中正第二分局泉州派出所,中華路二段503號,戶外開放式吸菸區,24小時開放,25.024343,121.512081,泉州所外右側空地,https://lh3.googleusercontent.com/d/1rMdN8fw4qfa-0GP34I5SdiDiDGE4iGX7,臺北市政府警察局中正第二分局,(02)23752041,本位置資訊僅供參考，實際情形以現場公告及標示為準
文山區,臺北市政府警察局文山第二分局,景中街2號,戶外開放式吸菸區,24小時開放,24.992503,121.541254,分局本部停車場出入口右側,https://lh3.googleusercontent.com/d/1TQ-ST6bQI4B-oi-dHJJDPNDKrkyD7np1,臺北市政府警察局文山第二分局,(02)29348641,本位置資訊僅供參考，實際情形以現場公告及標示為準
中正區,臺北市政府警察局交通警察大隊,愛國西路26號,戶外開放式吸菸區,24小時開放,25.034988,121.511119,大隊本部側門,https://lh3.googleusercontent.com/d/1jgmGVb5MQnZJ3oTa1UhxIKT4oJ-PO4zi,臺北市政府警察局交通警察大隊,(02)23312750,本位置資訊僅供參考，實際情形以現場公告及標示為準
中正區,臺北市中山堂,延平南路98號,戶外開放式吸菸區,24小時開放,25.043407,121.509855,面對中山堂酉陽街側出入口之左方位置,https://lh3.googleusercontent.com/d/1DR--ZRALfGyxb1XIuCwYJQUzx_CwFzG7,臺北市中山堂管理所,(02)23873137-229,本位置資訊僅供參考，實際情形以現場公告及標示為準
中正區,寶藏巖國際藝術村,汀州路3段230巷14弄2號,戶外開放式吸菸區,24小時開放,25.044902,121.533072,寶藏巖國際藝術村河岸廣場,https://lh3.googleusercontent.com/d/1t7imSQR_9Get9Wro9UOEJArg7zJWCvMy,財團法人台北市文化基金會藝術村營運部,(02)23645313-130,本位置資訊僅供參考，實際情形以現場公告及標示為準
大安區,客家文化會館,信義路3段157巷11號,戶外開放式吸菸區,周一至周五09:00-18:00,25.03452,121.54317,客家文化會館建物東側,https://lh3.googleusercontent.com/d/1X-XDOHqnlCZ7e0Tl8lnK8zPqSoCP6Ehg,臺北市政府客家事務委員會,(02)27026141-320,本位置資訊僅供參考，實際情形以現場公告及標示為準
中正區,臺北市客家文化主題公園,汀州路3段2號,戶外開放式吸菸區,24小時開放,25.01965,121.52588,音樂戲劇中心汀州路側門,https://lh3.googleusercontent.com/d/1du3yOFLx4JYOCMPEpgCDS0GTW4CgtHzW,臺北市政府客家事務委員會,(02)23691198-338,本位置資訊僅供參考，實際情形以現場公告及標示為準
文山區,臺北市古亭地政事務所,萬隆街47之12號,戶外開放式吸菸區,24小時開放,25.00023,121.53602,驛車房-萬和地下停車場車道出口旁空地,https://lh3.googleusercontent.com/d/1XAwU58gDRajfRaQLw3fEo7eSK1j_1UHs,臺北市古亭地政事務所,(02)29355369-417,本位置資訊僅供參考，實際情形以現場公告及標示為準
南港區,南港軍人公墓忠靈堂,研究院路3段130號,戶外開放式吸菸區,8:30-16:30,25.03695,121.6096,忠靈堂二樓往三樓階梯（１）,https://lh3.googleusercontent.com/d/1jxK796sKToMxLajWcaNWqyihRmifptGi,臺北市政府兵役局,(02)27851282,本位置資訊僅供參考，實際情形以現場公告及標示為準
南港區,南港軍人公墓服務中心旁空地,研究院路3段130號,戶外開放式吸菸區,8:30-16:30,25.03475,121.61127,南港軍人公墓服務中心旁空地,https://lh3.googleusercontent.com/d/1fG-Slei-9hOoMWMXYwKbQSCeq5bGiONh,臺北市政府兵役局,(02)27851282,本位置資訊僅供參考，實際情形以現場公告及標示為準
萬華區,艋舺101大樓,艋舺大道101號,戶外開放式吸菸區,06:00-23:00,25.03354,121.50121,艋舺101大樓二樓西側外,https://lh3.googleusercontent.com/d/1KLiFpPeiKdWxJBNFwDwKjlC1pfE76EIt,臺北市政府勞動局,(02)23040518,本位置資訊僅供參考，實際情形以現場公告及標示為準
中正區,臺北市政府青年局辦公大樓,仁愛路1段17號,戶外開放式吸菸區,24小時開放,25.0397,121.5219,地下停車場入口右邊上方之人行通道,https://lh3.googleusercontent.com/d/1BAmm9zKN86a3mwoTe-7Vk5O5uZO6-j0e,臺北市政府青年局,(02)23514078-1407,本位置資訊僅供參考，實際情形以現場公告及標示為準
大同區,心中山商圈-線形公園2,南京西路25巷,戶外負壓式吸菸區,08:00-24:00,25.05726,121.52059,雙連站1號出口後方,https://lh3.googleusercontent.com/d/1ckrXSSkZHPey81UOSamph_igLanK22Uo,臺北大眾捷運股份有限公司,(02)21812345,本位置資訊僅供參考，實際情形以現場公告及標示為準
大安區,市民大道3段206號對面高架橋下,市民大道3段206號對面高架橋下,戶外開放式吸菸區,24小時開放,25.044561,121.539813,昌隆公園對面高架橋下,https://lh3.googleusercontent.com/d/10tl1GiTrOax8E3414x4saFGbIzP3DAJ_,臺北市大安區公所,(02)23511711-8203,本位置資訊僅供參考，實際情形以現場公告及標示為準
信義區,信義路12,信義路5段5號,戶外開放式吸菸區,24小時開放,25.03388,121.56323,世貿一館5號出入口（市府路側）,https://lh3.googleusercontent.com/d/1u_DRYHCTXLfAQSjP4uMxaMLsG2BTypPk,設置：臺北市政府交通局；維護清潔：臺北市政府工務局公園路燈工程管理處、臺北市政府環境保護局,(02)27208889-6866,本位置資訊僅供參考，實際情形以現場公告及標示為準
中山區,崇實區民活動中心,通北街143號,戶外開放式吸菸區,24小時開放,25.084951,121.53791,入口處左側空地,https://lh3.googleusercontent.com/d/1KGDBdKTKlGhzD4d85qsihhSvAokW4lSb,臺北市中山區公所,(02)25031369-519,本位置資訊僅供參考，實際情形以現場公告及標示為準
中山區,北安區民活動中心,北安路759巷6號,戶外開放式吸菸區,24小時開放,25.086239,121.55307,區民活動中心電梯旁空地,https://lh3.googleusercontent.com/d/1weApPBVNBDA2XXuFYzbo-Wa5L7Ov4l4Y,臺北市中山區公所,(02)25031369-519,本位置資訊僅供參考，實際情形以現場公告及標示為準
南港區,港東街139號橋下,港東街139號橋下,戶外開放式吸菸區,24小時開放,25.06021,121.62086,橋下空間,https://lh3.googleusercontent.com/d/13s0RMW7QpUunLGvSQ4fnCU3FvoTJIrw5,臺北市政府工務局新建工程處,(02)27832524,本位置資訊僅供參考，實際情形以現場公告及標示為準
士林區,至善老人安養護中心,仰德大道2段2巷50號,戶外開放式吸菸區,08:30-17:30,25.101776,121.544247,大門入口旁花圃草地,https://lh3.googleusercontent.com/d/1aGyl9tFsUO7zuUsk9ea3jTYSBwmrNMJ5,臺北市政府社會局(委外單位),(02)28832666-131,本位置資訊僅供參考，實際情形以現場公告及標示為準
文山區,老人自費安養中心,興隆路4段109號30弄6號,戶外開放式吸菸區,08:30-17:30,24.98646436,121.5633646,電動大門內機車停車區最前方,https://lh3.googleusercontent.com/d/1fyoiXOE5H1du7F1lP686jmkH5FiWP-D0,臺北市政府社會局,(02)29393146-3143,本位置資訊僅供參考，實際情形以現場公告及標示為準
中正區,水園區新天地,思源街1號,戶外負壓式吸菸區,08:00-24:00,25.01253,121.53382,量水室廣場,https://lh3.googleusercontent.com/d/1HbAGallmvhHklP6junNnLARpej7Z2Hol,臺北自來水事業處,(02)83695003,本位置資訊僅供參考，實際情形以現場公告及標示為準
南港區,東明社會住宅-乙棟,南港路2段60巷17號,戶外開放式吸菸區,24小時開放,25.05436,121.60406,社宅一樓開放戶外空間,https://lh3.googleusercontent.com/d/1a4VrnAyxlyGROCGr5-B5z1cnJtvFgjKd,東明社會住宅管理中心(委託物業管理公司),(02)26510116,本位置資訊僅供參考，實際情形以現場公告及標示為準
南港區,東明社會住宅-甲棟,南港路2段60巷16號,戶外開放式吸菸區,24小時開放,25.0542,121.60362,社宅一樓開放戶外空間,https://lh3.googleusercontent.com/d/1ddVizuZwHTiwQO8CE3c4xoZcZzOh9Ux-,東明社會住宅管理中心(委託物業管理公司),(02)26510116,本位置資訊僅供參考，實際情形以現場公告及標示為準
南港區,臺北流行音樂中心-南基地,忠孝東路7段99號,戶外開放式吸菸區,24小時開放,25.05167,121.60066,產業區冷卻水塔旁,https://lh3.googleusercontent.com/d/187bLHpQtnRkpYdDoQt2giANM6m7vzmYa,臺北流行音樂中心,(02)27886620-8315,本位置資訊僅供參考，實際情形以現場公告及標示為準
萬華區,臺北市電影主題公園,康定路19號,戶外開放式吸菸區,24小時開放,25.044902,121.503867,鄰近武昌街2段120巷轉角處,https://lh3.googleusercontent.com/d/10MnIGBh5aXu6g1C8ErfUtglyu5IGAD5r,財團法人台北市文化基金會城西營運部,(02)23119380-28,本位置資訊僅供參考，實際情形以現場公告及標示為準
士林區,士林站轉乘停車場,福德路1號,戶外開放式吸菸區,24小時開放,25.09252,121.52663,士林站停車場,https://lh3.googleusercontent.com/d/1bbP_7-Sz9wOGJnCV4RaeZ_6WejHXiTmr,臺北大眾捷運股份有限公司,(02)21812345,本位置資訊僅供參考，實際情形以現場公告及標示為準
士林區,芝山站轉乘停車場,福國路70號,戶外開放式吸菸區,24小時開放,25.10051,121.52324,芝山站南側停車場,https://lh3.googleusercontent.com/d/1ahqQy3mljEjsPLHyxuxclf1SArv_0Zil,臺北大眾捷運股份有限公司,(02)21812345,本位置資訊僅供參考，實際情形以現場公告及標示為準
北投區,石牌站轉乘停車場,石牌路1段200號,戶外開放式吸菸區,24小時開放,25.11588,121.51452,石牌站停車場,https://lh3.googleusercontent.com/d/19A-b5iYfDCZXOdFoREm6JvHnfXTCoqqv,臺北大眾捷運股份有限公司,(02)21812345,本位置資訊僅供參考，實際情形以現場公告及標示為準
中山區,花博MAJI,玉門街1號花博MAJI戶外吸菸區,戶外負壓式吸菸區,周日至周四:08:00-24:00/周五至周六:08:00-凌晨03:00,25.06973,121.522326,玉門街1號花博MAJI戶外吸菸區,https://lh3.googleusercontent.com/d/1xo2ML03sLZVk__-Cqp4OAFfLomsi5giO,財團法人臺北市會展產業發展基金會,(02)25977112-208,本位置資訊僅供參考，實際情形以現場公告及標示為準
中山區,中山市場,長安西路3號,戶外開放式吸菸區,24小時開放,25.05,121.5213,中山市場大門口右側,https://lh3.googleusercontent.com/d/1-DGeQmBCOZn4ey6zXG6EVpGMBJjjQESU,臺北市市場處,(02)25512743,本位置資訊僅供參考，實際情形以現場公告及標示為準
南港區,成德市場1,同德路100號1樓,戶外開放式吸菸區,24小時開放,25.04617,121.58691,成德市場停車場入口右側,https://lh3.googleusercontent.com/d/1pBbjxNG30lzYqXW-XMIdMWw8KcwHEw6m,臺北市市場處,(02)27852884,本位置資訊僅供參考，實際情形以現場公告及標示為準
南港區,成德市場2,同德路100號1樓,戶外開放式吸菸區,24小時開放,25.04567,121.58672,2號門旁圓形花圃旁,https://lh3.googleusercontent.com/d/1yP4HwRQwYuwOn5FWGMDdAje6ho1cw8wR,臺北市市場處,(02)27852884,本位置資訊僅供參考，實際情形以現場公告及標示為準
大同區,迪化街商圈(永樂大樓),迪化街1段21號,戶外負壓式吸菸區,08:00-20:00,25.0554,121.5101,永樂市場廣場西北側(迪化街、永昌街口),https://lh3.googleusercontent.com/d/1EEbBhE9FZ61BghjUVRmBQViUOfQvA8Nu,永樂大樓管理委員會,(02)25507306,本位置資訊僅供參考，實際情形以現場公告及標示為準
中山區,金泰段72-1地號土地,敬業三路196號,戶外開放式吸菸區,06:00-19:00,25.07768,121.55669,下塔悠福德爺宮停車場東南側,https://lh3.googleusercontent.com/d/1H4ys0xiqpwF_dE8rUdLOiluLg6Tc1y4K,臺北市政府地政局,(02)27208889-7517,本位置資訊僅供參考，實際情形以現場公告及標示為準
內湖區,石潭段四小段288地號土地,民權東路6段135巷,戶外開放式吸菸區,24小時開放,25.069965,121.594239,該地號土地西北側,https://lh3.googleusercontent.com/d/1eNsZJEtcVR5o3N-ghqvIZLM47fYPQCEH,臺北市政府地政局土地開發總隊,(02)87807056-512,本位置資訊僅供參考，實際情形以現場公告及標示為準
中正區,NGO會館,青島東路8號,戶外開放式吸菸區,開館日09:30-16:30,25.043303,121.522144,後門廣場,https://lh3.googleusercontent.com/d/1k12wSEgv4t1jR6CjbasDkn4x_pN3cA_L,臺北市政府民政局,(02)23929053,本位置資訊僅供參考，實際情形以現場公告及標示為準
中山區,林安泰古厝,濱江街5號,戶外開放式吸菸區,開館日09:30-16:30,25.072109,121.529872,側門外廣場,https://lh3.googleusercontent.com/d/1lin0O5IWo7w5cL0iKNezq-wYY4XNBzMZ,臺北市政府民政局,(02)25996026,本位置資訊僅供參考，實際情形以現場公告及標示為準
大同區,孔廟,大龍街275號,戶外開放式吸菸區,開園日09:00-17:00,25.07318,121.51699,後門保全室旁空地,https://lh3.googleusercontent.com/d/1sZk42iletZcZ_9NiT9tgeB3IumIYINo-,臺北市政府民政局,(02)25923934-12,本位置資訊僅供參考，實際情形以現場公告及標示為準
松山區,民生社區中心,民生東路5段163-1號,戶外負壓式吸菸區,08:00-22:00,25.05908,121.562761,西側法定空地,https://lh3.googleusercontent.com/d/1DLnDMo9HODfOUK9c2koCDUILz2ql2TkV,臺北市政府民政局,(02)27666959,本位置資訊僅供參考，實際情形以現場公告及標示為準
北投區,陽明山靈骨塔,泉源路220號,戶外開放式吸菸區,24小時開放,25.138917,121.524008,大門右側坡道附近,https://lh3.googleusercontent.com/d/1xPfzET_fCuJhtAbww2RAAudQc4x7pCvl,臺北市殯葬管理處,(02)87329686-33001,本位置資訊僅供參考，實際情形以現場公告及標示為準
文山區,富德公墓,木柵路4段159巷130號,戶外開放式吸菸區,24小時開放,25.011739,121.580212,辦公室門口右側矮牆邊,https://lh3.googleusercontent.com/d/15a4cwKEZUkb2Xy0D9XQmfD2rHMr1SfF_,臺北市殯葬管理處,(02)87329686-35001~3,本位置資訊僅供參考，實際情形以現場公告及標示為準
松山區,敦化北路與慶城街交叉口(敦化北路側),敦化北路與慶城街交叉口(敦化北路側),戶外開放式吸菸區,24小時開放,25.057103,121.548719,敦化北路與慶城街交叉口(敦化北路側),https://lh3.googleusercontent.com/d/1Oj9m-DMy9rFPz5CrLcb_GLZCajoAkdX7,臺北市松山區公所,(02)87878787-818,本位置資訊僅供參考，實際情形以現場公告及標示為準
松山區,民族東路670號對面圍欄內空地,民族東路670號對面圍欄內空地,戶外開放式吸菸區,24小時開放,25.064962,121.546577,民族東路670號對面圍欄內空地,https://lh3.googleusercontent.com/d/1ITyrXQyPyyhLX_Gl9auFC02vqda4Qz7Q,臺北市松山區公所,(02)87878787-818,本位置資訊僅供參考，實際情形以現場公告及標示為準
松山區,民族東路648號對面空地,民族東路648號對面空地,戶外開放式吸菸區,24小時開放,25.065409,121.546057,民族東路648號對面空地,https://lh3.googleusercontent.com/d/13eb0RNoLFntS-P8hC0p2BSmRMDLzekmv,臺北市松山區公所,(02)87878787-818,本位置資訊僅供參考，實際情形以現場公告及標示為準
大安區,信義路3段134巷7號旁,信義路3段134巷7號旁,戶外開放式吸菸區,24小時開放,25.032341,121.539491,信義路3段134巷7號旁,https://lh3.googleusercontent.com/d/11kNerduiWgYAYddX4Q8EUrS7Sd8s5bKp,臺北市大安區公所,(02)23511711-8203,本位置資訊僅供參考，實際情形以現場公告及標示為準
中正區,汀州路3段與思源街交叉口人行道,汀州路3段與思源街交叉口,戶外開放式吸菸區,24小時開放,25.014948,121.532253,汀州路3段與思源街交叉口中央綠地,https://lh3.googleusercontent.com/d/1raapqAYVUrAh4Jd0jNo159sz2KEKAL15,臺北市中正區公所,(02)23416721-258,本位置資訊僅供參考，實際情形以現場公告及標示為準
中正區,羅斯福路1段1-1號前人行道,羅斯福路1段1-1號前人行道,戶外開放式吸菸區,24小時開放,25.034334,121.517315,羅斯福路1段1-1號前人行道左側,https://lh3.googleusercontent.com/d/1uQTJkgaq35ZdrAjTXv9ZypLqL-hlzlG2,臺北市中正區公所,(02)23416721-258,本位置資訊僅供參考，實際情形以現場公告及標示為準
中正區,金華街16號機車停車場,金華街16號,戶外開放式吸菸區,24小時開放,25.032084,121.519203,金華街16號機車停車場內,https://lh3.googleusercontent.com/d/1STj0eiyA290IqxfBR4xzXk3xuK4IcLoA,臺北市中正區公所,(02)23416721-258,本位置資訊僅供參考，實際情形以現場公告及標示為準
大同區,華陰街47號旁綠地,華陰街47號旁綠地,戶外開放式吸菸區,24小時開放,25.04954,121.51875,華陰街57號旁綠地,https://lh3.googleusercontent.com/d/1dSKr6jRjue2TLOWcE1IWZGV7xE6IzaeK,臺北市大同區公所,(02)25975323,本位置資訊僅供參考，實際情形以現場公告及標示為準
大同區,臺北橋區民活動中心,迪化街1段374號1樓,戶外開放式吸菸區,24小時開放,25.06314,121.509161,迪化街1段374號1樓旁空地,https://lh3.googleusercontent.com/d/1czD_hU9iXU1oJd4nHiurmRvOLZu6e-pI,臺北市大同區公所,02-25975323-607,本位置資訊僅供參考，實際情形以現場公告及標示為準
萬華區,桂林路136號對面,桂林路136號對面,戶外開放式吸菸區,24小時開放,25.038576,121.498558,近華西街觀光夜市,https://lh3.googleusercontent.com/d/1L1q15lLDIPyDxGuqnKTtY1tjLmKoU02k,臺北市萬華區公所,(02)23064468-114,本位置資訊僅供參考，實際情形以現場公告及標示為準
萬華區,環河南路2段5號後方,環河南路2段5號後方,戶外開放式吸菸區,24小時開放,25.039211,121.496887,靠環河南路1段方向,https://lh3.googleusercontent.com/d/1xSQYtN1REMvahoWVgFfZltwDAC-oD0j4,臺北市萬華區公所,(02)23064468-114,本位置資訊僅供參考，實際情形以現場公告及標示為準
文山區,永建市場旁平面停車場,木柵路1段191巷,戶外開放式吸菸區,24小時開放,24.98821,121.55141,機車停車處旁空地,https://lh3.googleusercontent.com/d/1kIdaOGAjvdHHRMwQlNaVuy-1khNbiwKG,臺北市文山區公所,(02)29365522-213,本位置資訊僅供參考，實際情形以現場公告及標示為準
文山區,木柵忠順廟,中崙路13號,戶外開放式吸菸區,06:00-20:00,24.98365,121.56418,廟埕前涼亭旁角落,https://lh3.googleusercontent.com/d/1jwNd-8LK3YmZxH_7YtL2llrt4pWF0isH,財團法人台北市木柵忠順廟,(02)29365522-213,本位置資訊僅供參考，實際情形以現場公告及標示為準
文山區,興昌區民活動中心後側空地,辛亥路4段199號,戶外開放式吸菸區,24小時開放,25.00335,121.55715,興昌區民活動中心旁空地,https://lh3.googleusercontent.com/d/1w5sFQvKfh1uTyMfLY8LWzn_YnXyTuREM,臺北市文山區公所,(02)29365522-213,本位置資訊僅供參考，實際情形以現場公告及標示為準
南港區,西新區民活動中心外側橋下,成功路1段99號,戶外開放式吸菸區,24小時開放,25.0577293,121.5929283,西新區民活動中心外側橋下,https://lh3.googleusercontent.com/d/1WN7c0V9fUaYK55Daq95J_WMDg3Pm2-Uy,臺北市南港區公所,(02)27831343,本位置資訊僅供參考，實際情形以現場公告及標示為準
南港區,南港軟體園區3,三重路19-10號,戶外開放式吸菸區,24小時開放,25.056939,121.612674,園區CD棟棟間西側戶外平台,https://lh3.googleusercontent.com/d/1D5hytiUmO8AXWIDjZ5k7H0PzSLyCUzmd,南港軟體工業園區管理委員會,(02)26553777,本位置資訊僅供參考，實際情形以現場公告及標示為準
內湖區,港墘區民活動中心前廣場,內湖路1段552號,戶外開放式吸菸區,24小時開放,25.07892,121.57706,區民活動中心前廣場右側,https://lh3.googleusercontent.com/d/1nF4iesHBa2lgGOcCm0M9XpmvhH_q2kZw,臺北市內湖區公所,(02)27925828-230,本位置資訊僅供參考，實際情形以現場公告及標示為準
內湖區,陽光區民活動中心前廣場,文德路66巷38弄14號,戶外開放式吸菸區,08:00-21:00,25.0753,121.58115,區民活動中心前廣場右側,https://lh3.googleusercontent.com/d/1tPn138khEkqfooj6-68cBzRLdQA-gA66,臺北市內湖區公所,(02)27925828-230,本位置資訊僅供參考，實際情形以現場公告及標示為準
士林區,承德區民活動中心,承德路四段5-1號,戶外開放式吸菸區,24小時開放,25.088,121.517,區民活動中心門口前右側,https://lh3.googleusercontent.com/d/1oxdefo3tVJyBz3b-Pi-OtN_dCxdb426V,臺北市士林區公所,(02)28826200-6010,本位置資訊僅供參考，實際情形以現場公告及標示為準
士林區,神農宮,前街74號,戶外開放式吸菸區,24小時開放,25.09778,121.5262,神農宮廟旁左側,https://lh3.googleusercontent.com/d/1wsaAWQkd3yMU-NaYc84JZCGSZaGMk6ZP,臺北市士林區公所,(02)28826200-6010,本位置資訊僅供參考，實際情形以現場公告及標示為準
士林區,新光三越台北天母店B棟(二館),忠誠路二段200號,戶外開放式吸菸區,24小時開放,25.117071,121.533932,新光三越台北天母店B棟後側,https://lh3.googleusercontent.com/d/15OGHByD6NgBIUQ0I7eC_d0JBS41LpipE,新光三越台北天母店B棟(二館),(02)28756000,本位置資訊僅供參考，實際情形以現場公告及標示為準
北投區,好市多、華碩對面人行道底,立德路115號,戶外開放式吸菸區,24小時開放,25.126996,121.470931,好市多、華碩對面,https://lh3.googleusercontent.com/d/1Y1gxT9RFnCU_-9Q4Qq1LPHgVVnDnL1iE,臺北市北投區公所,(02)28912105-218,本位置資訊僅供參考，實際情形以現場公告及標示為準
大安區,建國計程車服務站,建國南路1段63號之1,戶外開放式吸菸區,24小時開放,25.04362,121.536626,建國計程車服務站內,https://lh3.googleusercontent.com/d/1ckcueNqkStUV02m78Dwtb5r2pVijp0U6,臺北市公共運輸處,(02)27526037,本位置資訊僅供參考，實際情形以現場公告及標示為準
中山區,中山計程車服務站,新生北路3段170號,戶外開放式吸菸區,24小時開放,25.071718,121.525839,中山計程車服務站內,https://lh3.googleusercontent.com/d/1c6GmeA7bKYpY5DqY97xgoKULykHBc-PX,臺北市公共運輸處,(02)25947340,本位置資訊僅供參考，實際情形以現場公告及標示為準
中山區,大直計程車服務站,北安路676號,戶外開放式吸菸區,24小時開放,25.084701,121.550024,大直計程車服務站內,https://lh3.googleusercontent.com/d/1_K-Rx4kYk1RvHolfUq9Q2v1MxWSe2Abp,臺北市公共運輸處,(02)85092291,本位置資訊僅供參考，實際情形以現場公告及標示為準
大安區,敦化南路6,敦化南路1段303之1號,戶外開放式吸菸區,24小時開放,25.03516,121.54912,敦化南路1段303之1號前北向快慢車道分隔島,https://lh3.googleusercontent.com/d/1BJkgWAaDrhUFFRniY8RsP3bymYxXjxhl,設置：臺北市政府交通局；維護清潔：臺北市政府工務局公園路燈工程管理處、臺北市政府環境保護局,(02)27208889-6866,本位置資訊僅供參考，實際情形以現場公告及標示為準
北投區,復興路平面停車場,進賢路、復興路口,戶外開放式吸菸區,24小時開放,25.14082,121.50473,12號車格位旁空地,https://lh3.googleusercontent.com/d/1O184_9b65JqxxgizAbo5SaRycDM4CKU7,臺北市停車管理工程處,(02)275906665-6411,本位置資訊僅供參考，實際情形以現場公告及標示為準
北投區,大業路280巷臨時平面停車場,大業路280巷,戶外開放式吸菸區,24小時開放,25.12792,121.50016,33號車格位,https://lh3.googleusercontent.com/d/1gXk4GlVNUgA5KRV0Q2rw2hs2ActeIimm,臺北市停車管理工程處,(02)275906665-6411,本位置資訊僅供參考，實際情形以現場公告及標示為準
士林區,延平北路5段1巷平面停車場,延平北路5段1巷,戶外開放式吸菸區,24小時開放,25.07872,121.50976,入口處黃網區,https://lh3.googleusercontent.com/d/17YDfbfS8WMUmEfx0FS3GlYWi3xvDFMmk,臺北市停車管理工程處,(02)275906665-6411,本位置資訊僅供參考，實際情形以現場公告及標示為準
